classes,cohesion,coupling,fitness
1,0.4375,0.0,0.4375
5,2.157142857142857,1.2357142857142858,0.9214285714285713
5,2.157142857142857,1.2357142857142858,0.9214285714285713
5,2.157142857142857,1.2357142857142858,0.9214285714285713
7,2.157142857142857,1.1607142857142856,0.9964285714285714
9,3.1666666666666665,2.1666666666666665,1.0
7,4.666666666666666,2.833333333333333,1.833333333333333
5,3.657142857142857,1.6785714285714284,1.9785714285714286
5,3.657142857142857,1.6785714285714284,1.9785714285714286
5,3.657142857142857,1.6785714285714284,1.9785714285714286
5,3.657142857142857,1.6785714285714284,1.9785714285714286
5,3.657142857142857,1.6785714285714284,1.9785714285714286
5,3.657142857142857,1.6785714285714284,1.9785714285714286
5,3.657142857142857,1.6785714285714284,1.9785714285714286
4,3.657142857142857,1.6785714285714284,1.9785714285714286
5,3.657142857142857,1.6785714285714284,1.9785714285714286
5,3.657142857142857,1.6785714285714284,1.9785714285714286
5,3.657142857142857,1.6785714285714284,1.9785714285714286
4,3.657142857142857,1.6785714285714284,1.9785714285714286
5,3.657142857142857,1.6785714285714284,1.9785714285714286
4,3.657142857142857,1.6785714285714284,1.9785714285714286
