classes,cohesion,coupling,fitness
10,1.536225655111104,1.0315843264759674,0.5046413286351366
10,1.536225655111104,1.0315843264759674,0.5046413286351366
5,1.3647229404582346,0.717128552275611,0.6475943881826236
5,1.094856675636156,0.2588187961272571,0.8360378795088989
5,1.094856675636156,0.2588187961272571,0.8360378795088989
6,1.0943486892853982,0.17984125579062288,0.9145074334947754
6,1.0943486892853982,0.17984125579062288,0.9145074334947754
5,1.093525445872826,0.1145731905225576,0.9789522553502685
5,1.093525445872826,0.1145731905225576,0.9789522553502685
4,1.093525445872826,0.1145731905225576,0.9789522553502685
4,1.093525445872826,0.1145731905225576,0.9789522553502685
6,1.093525445872826,0.1145731905225576,0.9789522553502685
3,1.093525445872826,0.1145731905225576,0.9789522553502685
3,1.093525445872826,0.1145731905225576,0.9789522553502685
3,1.093525445872826,0.1145731905225576,0.9789522553502685
2,1.093525445872826,0.1145731905225576,0.9789522553502685
3,1.093525445872826,0.1145731905225576,0.9789522553502685
5,1.093525445872826,0.1145731905225576,0.9789522553502685
6,2.207711679704161,0.6123520006913836,1.5953596790127775
6,2.207711679704161,0.6123520006913836,1.5953596790127775
4,2.207711679704161,0.6123520006913836,1.5953596790127775
