cm : ClassModel
features0 : UMLMethod
features1 : UMLMethod
features2 : UMLMethod
features3 : UMLMethod
features4 : UMLMethod
features5 : UMLMethod
features6 : UMLMethod
features7 : UMLMethod
features8 : UMLMethod
features9 : UMLMethod
features10 : UMLMethod
features11 : UMLMethod
features12 : UMLMethod
features13 : UMLMethod
features14 : UMLMethod
features15 : UMLMethod
features16 : UMLMethod
features17 : UMLMethod
features18 : UMLMethod
features19 : UMLMethod
features20 : UMLMethod
features21 : UMLMethod
features22 : UMLMethod
features23 : UMLMethod
features24 : UMLMethod
features25 : UMLMethod
features26 : UMLMethod
features27 : UMLMethod
features28 : UMLMethod
features29 : UMLMethod
features30 : UMLMethod
features31 : UMLMethod
features32 : UMLMethod
features33 : UMLMethod
features34 : UMLMethod
features35 : UMLMethod
features36 : UMLMethod
features37 : UMLMethod
features38 : UMLMethod
features39 : UMLMethod
features40 : UMLMethod
features41 : UMLMethod
features42 : UMLMethod
features43 : UMLMethod
features44 : UMLMethod
features45 : UMLMethod
features46 : UMLMethod
features47 : UMLMethod
features48 : UMLMethod
features49 : UMLMethod
features50 : UMLMethod
features51 : UMLMethod
features52 : UMLMethod
features53 : UMLMethod
features54 : UMLMethod
features55 : UMLMethod
features56 : UMLMethod
features57 : UMLMethod
features58 : UMLMethod
features59 : UMLMethod
features60 : UMLMethod
features61 : UMLMethod
features62 : UMLMethod
features63 : UMLMethod
features64 : UMLMethod
features65 : UMLMethod
features66 : UMLMethod
features67 : UMLMethod
features68 : UMLMethod
features69 : UMLMethod
features70 : UMLMethod
features71 : UMLMethod
features72 : UMLMethod
features73 : UMLMethod
features74 : UMLMethod
features75 : UMLMethod
features76 : UMLMethod
features77 : UMLMethod
features78 : UMLMethod
features79 : UMLMethod
features80 : Attribute
features81 : Attribute
features82 : Attribute
features83 : Attribute
features84 : Attribute
features85 : Attribute
features86 : Attribute
features87 : Attribute
features88 : Attribute
features89 : Attribute
features90 : Attribute
features91 : Attribute
features92 : Attribute
features93 : Attribute
features94 : Attribute
features95 : Attribute
features96 : Attribute
features97 : Attribute
features98 : Attribute
features99 : Attribute
features100 : Attribute
features101 : Attribute
features102 : Attribute
features103 : Attribute
features104 : Attribute
features105 : Attribute
features106 : Attribute
features107 : Attribute
features108 : Attribute
features109 : Attribute
features110 : Attribute
features111 : Attribute
features112 : Attribute
features113 : Attribute
features114 : Attribute
features115 : Attribute
features116 : Attribute
features117 : Attribute
features118 : Attribute
features119 : Attribute
features120 : Attribute
features121 : Attribute
features122 : Attribute
features123 : Attribute
features124 : Attribute
features125 : Attribute
features126 : Attribute
features127 : Attribute
features128 : Attribute
features129 : Attribute
features130 : Attribute
features131 : Attribute
features132 : Attribute
features133 : Attribute
features134 : Attribute
features135 : Attribute
features136 : Attribute
features137 : Attribute
features138 : Attribute
features139 : Attribute
features140 : Attribute
features141 : Attribute
features142 : Attribute
features143 : Attribute
features144 : Attribute
features145 : Attribute
features146 : Attribute
features147 : Attribute
features148 : Attribute
features149 : Attribute
features150 : Attribute
features151 : Attribute
features152 : Attribute
features153 : Attribute
features154 : Attribute
features155 : Attribute
features156 : Attribute
features157 : Attribute
features158 : Attribute
features159 : Attribute
features0.name = "M13"
features111 : features0.dataDependency
features97 : features0.dataDependency
features152 : features0.dataDependency
features43 : features0.functionalDependency
features22 : features0.functionalDependency
features15 : features0.functionalDependency
features1.name = "M8"
features82 : features1.dataDependency
features91 : features1.dataDependency
features156 : features1.dataDependency
features31 : features1.functionalDependency
features68 : features1.functionalDependency
features71 : features1.functionalDependency
features2.name = "M7"
features134 : features2.dataDependency
features93 : features2.dataDependency
features25 : features2.functionalDependency
features14 : features2.functionalDependency
features18 : features2.functionalDependency
features3.name = "M12"
features131 : features3.dataDependency
features91 : features3.dataDependency
features106 : features3.dataDependency
features74 : features3.functionalDependency
features64 : features3.functionalDependency
features47 : features3.functionalDependency
features4.name = "M6"
features134 : features4.dataDependency
features108 : features4.dataDependency
features109 : features4.dataDependency
features7 : features4.functionalDependency
features59 : features4.functionalDependency
features72 : features4.functionalDependency
features5.name = "M11"
features98 : features5.dataDependency
features154 : features5.dataDependency
features155 : features5.dataDependency
features45 : features5.functionalDependency
features79 : features5.functionalDependency
features17 : features5.functionalDependency
features6.name = "M5"
features118 : features6.dataDependency
features104 : features6.dataDependency
features114 : features6.dataDependency
features39 : features6.functionalDependency
features76 : features6.functionalDependency
features32 : features6.functionalDependency
features7.name = "M10"
features85 : features7.dataDependency
features139 : features7.dataDependency
features95 : features7.dataDependency
features3 : features7.functionalDependency
features22 : features7.functionalDependency
features35 : features7.functionalDependency
features8.name = "M9"
features112 : features8.dataDependency
features113 : features8.dataDependency
features103 : features8.dataDependency
features3 : features8.functionalDependency
features44 : features8.functionalDependency
features46 : features8.functionalDependency
features9.name = "M56"
features88 : features9.dataDependency
features122 : features9.dataDependency
features126 : features9.dataDependency
features43 : features9.functionalDependency
features72 : features9.functionalDependency
features10.name = "M57"
features131 : features10.dataDependency
features139 : features10.dataDependency
features125 : features10.dataDependency
features67 : features10.functionalDependency
features49 : features10.functionalDependency
features69 : features10.functionalDependency
features11.name = "M54"
features144 : features11.dataDependency
features154 : features11.dataDependency
features129 : features11.dataDependency
features39 : features11.functionalDependency
features6 : features11.functionalDependency
features79 : features11.functionalDependency
features52 : features11.functionalDependency
features12.name = "M55"
features134 : features12.dataDependency
features90 : features12.dataDependency
features126 : features12.dataDependency
features40 : features12.functionalDependency
features38 : features12.functionalDependency
features23 : features12.functionalDependency
features32 : features12.functionalDependency
features13.name = "M52"
features131 : features13.dataDependency
features151 : features13.dataDependency
features94 : features13.dataDependency
features46 : features13.functionalDependency
features65 : features13.functionalDependency
features75 : features13.functionalDependency
features76 : features13.functionalDependency
features14.name = "M4"
features151 : features14.dataDependency
features136 : features14.dataDependency
features127 : features14.dataDependency
features128 : features14.dataDependency
features47 : features14.functionalDependency
features8 : features14.functionalDependency
features13 : features14.functionalDependency
features34 : features14.functionalDependency
features15.name = "M53"
features139 : features15.dataDependency
features95 : features15.dataDependency
features110 : features15.dataDependency
features44 : features15.functionalDependency
features66 : features15.functionalDependency
features48 : features15.functionalDependency
features68 : features15.functionalDependency
features16.name = "M3"
features149 : features16.dataDependency
features120 : features16.dataDependency
features140 : features16.dataDependency
features64 : features16.functionalDependency
features11 : features16.functionalDependency
features12 : features16.functionalDependency
features24 : features16.functionalDependency
features17.name = "M50"
features135 : features17.dataDependency
features88 : features17.dataDependency
features138 : features17.dataDependency
features130 : features17.dataDependency
features18 : features17.functionalDependency
features35 : features17.functionalDependency
features19 : features17.functionalDependency
features18.name = "M2"
features86 : features18.dataDependency
features115 : features18.dataDependency
features92 : features18.dataDependency
features110 : features18.dataDependency
features40 : features18.functionalDependency
features29 : features18.functionalDependency
features50 : features18.functionalDependency
features25 : features18.functionalDependency
features19.name = "M51"
features97 : features19.dataDependency
features115 : features19.dataDependency
features99 : features19.dataDependency
features88 : features19.dataDependency
features7 : features19.functionalDependency
features50 : features19.functionalDependency
features32 : features19.functionalDependency
features55 : features19.functionalDependency
features20.name = "M1"
features136 : features20.dataDependency
features104 : features20.dataDependency
features95 : features20.dataDependency
features158 : features20.dataDependency
features46 : features20.functionalDependency
features50 : features20.functionalDependency
features73 : features20.functionalDependency
