classes,cohesion,coupling,fitness
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
7,2.360713039313072,1.8787960371698929,0.4819170021431791
7,2.3607130393130724,1.8787960371698929,0.48191700214317956
4,1.0940156889523978,0.17967897081821133,0.9143367181341864
6,2.2329350829907373,0.47159681826194255,1.7613382647287947
6,2.2329350829907373,0.47159681826194255,1.7613382647287947
4,2.2329350829907373,0.47159681826194255,1.7613382647287947
